assistedflash,assister_name,assister_steamid,attacker_name,attacker_steamid,attackerblind,attackerinair,distance,dmg_armor,dmg_health,dominated,headshot,hitgroup,noreplay,noscope,penetrated,revenge,thrusmoke,tick,user_name,user_steamid,weapon,weapon_fauxitemid,weapon_itemid,weapon_originalowner_xuid,wipe,match
False,,,rain,7.65611979973512e+16,False,False,5.647897,5,106,0,True,head,False,False,0,0,False,160884,MAJ3R,76561197967432889,fiveseven,17293822569105588227,22282493706.0,,0,aurora-vs-faze-m3-dust2
False,,,rain,7.65611979973512e+16,False,False,6.5839663,5,105,0,True,head,False,False,0,0,False,160969,jottAAA,76561198410750263,fiveseven,17293822569105588227,22282493706.0,,0,aurora-vs-faze-m3-dust2
False,broky,7.65611982016205e+16,frozen,7.656119806842277e+16,False,False,20.753014,17,84,0,True,head,False,False,0,0,False,161459,XANTARES,76561198044118796,m4a1_silencer,17293822569188622396,46170575971.0,,0,aurora-vs-faze-m3-dust2
False,jottAAA,7.656119841075026e+16,woxic,7.65611980834855e+16,False,False,10.195107,1,111,0,False,chest,False,False,0,0,False,161525,rain,76561197997351207,awp,17293822569152249865,43945030315.0,,0,aurora-vs-faze-m3-dust2
False,,,Twistzz,7.65611980162552e+16,False,False,35.676376,0,26,0,False,left_leg,False,False,0,0,False,164834,Wicadia,76561198812513923,ak47,17293822569114501127,16140956420.0,,0,aurora-vs-faze-m3-dust2
False,,,XANTARES,7.65611980441188e+16,False,False,18.65192,0,140,0,True,head,False,False,0,0,False,172446,karrigan,76561197989430253,ak47,17293822569149038599,46834886873.0,,0,aurora-vs-faze-m3-dust2
False,karrigan,7.656119798943026e+16,Twistzz,7.65611980162552e+16,False,False,16.311586,15,108,0,True,head,False,False,0,0,True,172760,XANTARES,76561198044118796,ak47,17293822569114501127,16140956420.0,,0,aurora-vs-faze-m3-dust2
False,,,rain,7.65611979973512e+16,False,False,2.2030456,4,28,0,False,chest,False,False,0,0,True,172841,jottAAA,76561198410750263,ak47,17293822569163063303,46563652533.0,,0,aurora-vs-faze-m3-dust2
False,woxic,7.65611980834855e+16,Wicadia,7.656119881251392e+16,False,False,8.12746,0,142,0,True,head,False,False,0,0,True,173161,Twistzz,76561198016255205,ak47,17293822569163063303,46563652533.0,,0,aurora-vs-faze-m3-dust2
False,,,rain,7.65611979973512e+16,False,False,6.2363186,4,28,0,False,chest,False,False,0,0,False,173215,Wicadia,76561198812513923,ak47,17293822569163063303,46563652533.0,,0,aurora-vs-faze-m3-dust2
True,frozen,7.656119806842277e+16,rain,7.65611979973512e+16,False,False,5.8775687,4,28,0,False,chest,False,False,0,0,False,173274,MAJ3R,76561197967432889,ak47,17293822569163063303,46563652533.0,,0,aurora-vs-faze-m3-dust2
False,MAJ3R,7.65611979674329e+16,woxic,7.65611980834855e+16,False,False,19.70051,1,110,0,False,chest,False,False,0,0,False,173321,rain,76561197997351207,awp,17293822569152249865,43945030315.0,,0,aurora-vs-faze-m3-dust2
False,,,broky,7.65611982016205e+16,False,False,17.26147,0,85,0,False,left_leg,False,False,0,0,False,174152,woxic,76561198083485506,awp,17293822569170141193,23687059780.0,,0,aurora-vs-faze-m3-dust2
False,rain,7.65611979973512e+16,broky,7.65611982016205e+16,False,False,23.82747,1,110,0,False,chest,False,False,0,0,False,183268,Wicadia,76561198812513923,awp,17293822569170141193,23687059780.0,,0,aurora-vs-faze-m3-dust2
True,rain,7.65611979973512e+16,karrigan,7.656119798943026e+16,False,False,27.585575,17,81,0,True,head,False,False,0,0,False,183699,jottAAA,76561198410750263,m4a1_silencer,17293822569109651516,41487540675.0,,0,aurora-vs-faze-m3-dust2
False,,,XANTARES,7.65611980441188e+16,False,False,9.0903,15,110,0,True,head,False,False,0,0,False,183849,rain,76561197997351207,ak47,17293822569114501127,16140956420.0,,0,aurora-vs-faze-m3-dust2
False,,,Twistzz,7.65611980162552e+16,False,False,16.851183,2,12,0,False,chest,False,False,1,0,False,183920,woxic,76561198083485506,m4a1_silencer,17293822569109651516,41487540675.0,,0,aurora-vs-faze-m3-dust2
False,rain,7.65611979973512e+16,Twistzz,7.65611980162552e+16,False,False,6.7038784,19,89,0,True,head,False,False,0,0,False,184238,MAJ3R,76561197967432889,m4a1_silencer,17293822569109651516,41487540675.0,,0,aurora-vs-faze-m3-dust2
False,,,broky,7.65611982016205e+16,False,False,5.0994706,1,140,0,False,stomach,False,True,0,0,False,184465,XANTARES,76561198044118796,awp,17293822569170141193,23687059780.0,,0,aurora-vs-faze-m3-dust2
False,rain,7.65611979973512e+16,Twistzz,7.65611980162552e+16,False,False,24.735773,4,34,0,False,stomach,False,False,0,0,False,190977,woxic,76561198083485506,ak47,17293822569114501127,44121886366.0,,0,aurora-vs-faze-m3-dust2
False,Wicadia,7.656119881251392e+16,XANTARES,7.65611980441188e+16,False,False,9.835699,3,27,0,False,right_arm,False,False,0,0,True,191168,Twistzz,76561198016255205,ak47,17293822569114501127,16140956420.0,,0,aurora-vs-faze-m3-dust2
False,,,rain,7.65611979973512e+16,False,False,22.883995,4,22,0,False,left_arm,False,False,0,0,False,191168,jottAAA,76561198410750263,m4a1,17293822569148252176,40209621740.0,,0,aurora-vs-faze-m3-dust2
False,rain,7.65611979973512e+16,frozen,7.656119806842277e+16,False,False,23.468159,15,107,0,True,head,False,False,0,0,False,191189,Wicadia,76561198812513923,ak47,17293822569149038599,46834886873.0,,0,aurora-vs-faze-m3-dust2
False,,,MAJ3R,7.65611979674329e+16,False,False,7.358253,16,111,0,True,head,False,False,0,0,False,191196,rain,76561197997351207,ak47,17293822569114501127,44121886366.0,,0,aurora-vs-faze-m3-dust2
False,,,frozen,7.656119806842277e+16,False,False,34.56137,15,106,0,True,head,False,False,0,0,False,191330,XANTARES,76561198044118796,ak47,17293822569149038599,46834886873.0,,0,aurora-vs-faze-m3-dust2
False,,,frozen,7.656119806842277e+16,False,False,29.5508,15,106,0,True,head,False,False,0,0,False,191865,MAJ3R,76561197967432889,ak47,17293822569149038599,46834886873.0,,0,aurora-vs-faze-m3-dust2
False,,,broky,7.65611982016205e+16,False,False,50.040443,1,135,0,False,stomach,False,False,0,0,True,197857,XANTARES,76561198044118796,awp,17293822569170141193,23687059780.0,,0,aurora-vs-faze-m3-dust2
False,,,frozen,7.656119806842277e+16,False,False,12.173097,3,28,0,False,chest,False,False,0,0,True,197991,jottAAA,76561198410750263,ak47,17293822569149038599,46834886873.0,,0,aurora-vs-faze-m3-dust2
False,,,frozen,7.656119806842277e+16,False,False,12.498203,3,27,0,False,chest,False,False,0,0,True,198036,Wicadia,76561198812513923,ak47,17293822569149038599,46834886873.0,,0,aurora-vs-faze-m3-dust2
False,,,frozen,7.656119806842277e+16,False,False,6.476894,16,110,0,True,head,False,False,0,0,False,198278,woxic,76561198083485506,ak47,17293822569149038599,46834886873.0,,0,aurora-vs-faze-m3-dust2
False,,,frozen,7.656119806842277e+16,False,False,7.4476066,0,45,0,False,stomach,False,False,0,0,False,198369,MAJ3R,76561197967432889,ak47,17293822569149038599,46834886873.0,,0,aurora-vs-faze-m3-dust2
False,,,karrigan,7.656119798943026e+16,False,False,0.0,3,27,0,False,chest,True,False,0,0,False,199555,karrigan,76561197989430253,world,,,,0,aurora-vs-faze-m3-dust2
False,,,broky,7.65611982016205e+16,False,False,0.0,3,27,0,False,chest,True,False,0,0,False,200157,broky,76561198201620490,world,,,,0,aurora-vs-faze-m3-dust2
False,,,rain,7.65611979973512e+16,False,False,0.0,16,111,0,False,head,True,False,0,0,False,200220,rain,76561197997351207,world,,,,0,aurora-vs-faze-m3-dust2
False,,,Twistzz,7.65611980162552e+16,False,False,0.0,3,27,0,False,right_arm,True,False,0,0,False,200528,Twistzz,76561198016255205,world,,,,0,aurora-vs-faze-m3-dust2
False,,,ZywOo,7.656119811366619e+16,False,False,0.0,4,101,0,False,head,False,False,0,0,False,4,ZywOo,76561198113666193,world,,,,0,falcons-vs-vitality-m1-inferno-p2
False,,,kyousuke,7.656119903200622e+16,False,False,0.0,27,101,0,False,generic,False,False,0,0,False,4,kyousuke,76561199032006224,world,,,,0,falcons-vs-vitality-m1-inferno-p2
False,,,TeSeS,7.656119799667827e+16,False,False,0.0,0,101,0,False,head,False,False,0,0,False,4,TeSeS,76561197996678278,world,,,,0,falcons-vs-vitality-m1-inferno-p2
False,,,m0NESY,7.65611980747628e+16,False,False,0.0,0,101,0,False,generic,False,False,0,0,False,4,m0NESY,76561198074762801,world,,,,0,falcons-vs-vitality-m1-inferno-p2
False,,,apEX,7.656119798974416e+16,False,False,0.0,15,101,0,False,head,False,False,0,0,False,4,apEX,76561197989744167,world,,,,0,falcons-vs-vitality-m1-inferno-p2
False,,,kyxsan,7.656119805728243e+16,False,False,0.0,2,101,0,False,generic,False,False,0,0,False,4,kyxsan,76561198057282432,world,,,,0,falcons-vs-vitality-m1-inferno-p2
False,,,ropz,7.656119799127232e+16,False,False,0.0,0,101,0,False,head,False,False,0,0,False,4,ropz,76561197991272318,world,,,,0,falcons-vs-vitality-m1-inferno-p2
False,,,NiKo,7.656119804168338e+16,False,False,0.0,0,101,0,False,generic,False,False,0,0,False,4,NiKo,76561198041683378,world,,,,0,falcons-vs-vitality-m1-inferno-p2
False,,,mezii,7.656119797314069e+16,False,False,0.0,0,101,0,False,head,False,False,0,0,False,4,mezii,76561197973140692,world,,,,0,falcons-vs-vitality-m1-inferno-p2
False,,,flameZ,7.656119797883517e+16,False,False,0.0,0,101,0,False,right_leg,False,False,0,0,False,4,flameZ,76561197978835160,world,,,,0,falcons-vs-vitality-m1-inferno-p2
False,NiKo,7.656119804168338e+16,kyxsan,7.656119805728243e+16,False,False,9.129303,0,25,0,False,chest,False,False,0,0,False,5886,apEX,76561197989744167,mac10,17293822569110962193,41851915883.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,kyxsan,7.656119805728243e+16,False,False,11.92213,0,94,0,True,head,False,False,0,0,False,6950,ZywOo,76561198113666193,mac10,17293822569110962193,41851915883.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,kyxsan,7.656119805728243e+16,False,False,17.89783,0,85,0,True,head,False,False,0,0,False,8228,mezii,76561197973140692,mac10,17293822569110962193,41851915883.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,ropz,7.656119799127232e+16,False,False,9.349979,18,57,0,True,head,False,False,0,0,False,8878,kyxsan,76561198057282432,mp9,17293822569104867362,43487623394.0,,0,falcons-vs-vitality-m1-inferno-p2
False,kyxsan,7.656119805728243e+16,NiKo,7.656119804168338e+16,False,False,17.771631,15,109,0,True,head,True,False,0,0,False,9176,ropz,76561197991272318,ak47,17293822569121185799,31980002385.0,,0,falcons-vs-vitality-m1-inferno-p2
False,mezii,7.656119797314069e+16,flameZ,7.656119797883517e+16,False,False,0.8138854,1,22,0,False,generic,True,False,0,0,False,9241,kyousuke,76561199032006224,knife_m9_bayonet,17293822569129902588,46886872259.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,TeSeS,7.656119799667827e+16,False,False,7.0415354,0,118,0,True,head,True,False,0,0,True,9283,flameZ,76561197978835160,galilar,17293822569122168845,33788147049.0,,0,falcons-vs-vitality-m1-inferno-p2
False,apEX,7.656119798974416e+16,flameZ,7.656119797883517e+16,False,False,21.916008,4,22,0,False,chest,False,False,0,0,True,14105,kyxsan,76561198057282432,m4a1,17293822569184952336,33925791483.0,,0,falcons-vs-vitality-m1-inferno-p2
True,kyxsan,7.656119805728243e+16,NiKo,7.656119804168338e+16,False,False,3.120463,0,143,0,True,head,False,False,0,0,False,14132,apEX,76561197989744167,ak47,17293822569121185799,31980002385.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,flameZ,7.656119797883517e+16,False,False,18.641521,4,22,0,False,chest,False,False,0,0,False,14191,NiKo,76561198041683378,m4a1,17293822569184952336,33925791483.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,flameZ,7.656119797883517e+16,False,False,13.887689,4,23,0,False,right_arm,False,False,0,0,False,15707,m0NESY,76561198074762801,m4a1,17293822569184952336,33925791483.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,kyousuke,7.656119903200622e+16,False,False,25.004581,15,107,0,True,head,False,False,0,0,False,15760,mezii,76561197973140692,ak47,17293822569150152711,41166387524.0,,0,falcons-vs-vitality-m1-inferno-p2
False,ZywOo,7.656119811366619e+16,flameZ,7.656119797883517e+16,False,False,22.53496,4,21,0,False,chest,False,False,0,0,False,15912,kyousuke,76561199032006224,m4a1,17293822569184952336,33925791483.0,,0,falcons-vs-vitality-m1-inferno-p2
False,flameZ,7.656119797883517e+16,ZywOo,7.656119811366619e+16,False,False,9.569815,1,111,0,False,chest,False,False,0,0,False,15986,TeSeS,76561197996678278,awp,17293822569120989193,42303465222.0,,0,falcons-vs-vitality-m1-inferno-p2
True,mezii,7.656119797314069e+16,ZywOo,7.656119811366619e+16,False,False,17.9051,1,111,0,False,chest,False,False,0,0,False,22202,kyousuke,76561199032006224,awp,17293822569125249033,43287757702.0,,0,falcons-vs-vitality-m1-inferno-p2
True,ropz,7.656119799127232e+16,apEX,7.656119798974416e+16,False,False,25.935339,5,23,0,False,chest,False,False,0,0,False,22416,TeSeS,76561197996678278,m4a1_silencer,17293822569154609212,46726922694.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,flameZ,7.656119797883517e+16,False,False,9.691269,4,35,0,False,stomach,False,False,0,0,False,22503,kyxsan,76561198057282432,ak47,17293822569150152711,41166387524.0,,0,falcons-vs-vitality-m1-inferno-p2
True,apEX,7.656119798974416e+16,flameZ,7.656119797883517e+16,False,False,9.649996,15,110,0,True,head,False,False,0,0,False,22880,NiKo,76561198041683378,ak47,17293822569150152711,41166387524.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,ZywOo,7.656119811366619e+16,False,False,60.71919,1,107,0,False,chest,False,False,0,0,False,25130,m0NESY,76561198074762801,awp,17293822569125249033,43287757702.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,NiKo,7.656119804168338e+16,False,False,17.57686,4,33,0,False,stomach,False,False,0,0,False,27609,apEX,76561197989744167,ak47,17293822569121185799,31980002385.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,flameZ,7.656119797883517e+16,False,False,13.746926,15,109,0,True,head,False,False,0,0,False,27740,NiKo,76561198041683378,ak47,17293822569150152711,41166387524.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,flameZ,7.656119797883517e+16,False,False,12.163129,0,141,0,True,head,False,False,0,0,False,27766,kyousuke,76561199032006224,ak47,17293822569150152711,41166387524.0,,0,falcons-vs-vitality-m1-inferno-p2
True,mezii,7.656119797314069e+16,flameZ,7.656119797883517e+16,False,False,21.953575,0,44,0,False,stomach,False,False,0,0,False,32554,kyxsan,76561198057282432,ak47,17293822569150152711,41166387524.0,,0,falcons-vs-vitality-m1-inferno-p2
False,kyousuke,7.656119903200622e+16,m0NESY,7.65611980747628e+16,False,False,19.848324,15,108,0,True,head,False,False,0,0,False,32867,flameZ,76561197978835160,ak47,17293822569121185799,31980002385.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,mezii,7.656119797314069e+16,False,False,29.081087,3,26,0,False,chest,False,False,0,0,False,33057,m0NESY,76561198074762801,ak47,17293822569173942279,46678859076.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,TeSeS,7.656119799667827e+16,False,False,10.944613,18,88,0,True,head,False,False,0,0,False,34035,mezii,76561197973140692,m4a1_silencer,17293822569154609212,46726922694.0,,0,falcons-vs-vitality-m1-inferno-p2
True,ZywOo,7.656119811366619e+16,ropz,7.656119799127232e+16,False,False,13.293862,0,141,0,True,head,False,False,0,0,False,34048,TeSeS,76561197996678278,ak47,17293822569121185799,31980002385.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,flameZ,7.656119797883517e+16,False,False,19.73389,18,88,0,True,head,False,False,0,0,False,37284,NiKo,76561198041683378,m4a1,17293822569184952336,40933000989.0,,0,falcons-vs-vitality-m1-inferno-p2
False,NiKo,7.656119804168338e+16,kyxsan,7.656119805728243e+16,False,False,24.796574,3,27,0,False,chest,False,False,0,0,False,37408,ZywOo,76561198113666193,ak47,17293822569173942279,46678859076.0,,0,falcons-vs-vitality-m1-inferno-p2
True,m0NESY,7.65611980747628e+16,kyousuke,7.656119903200622e+16,False,False,11.283016,6,43,0,True,head,False,False,1,0,False,38550,ropz,76561197991272318,ak47,17293822569150152711,41166387524.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,apEX,7.656119798974416e+16,False,False,8.930521,5,26,0,False,chest,False,False,0,0,False,38561,TeSeS,76561197996678278,m4a1_silencer,17293822569179119676,37779540372.0,,0,falcons-vs-vitality-m1-inferno-p2
False,ropz,7.656119799127232e+16,mezii,7.656119797314069e+16,False,False,14.122446,2,13,0,False,stomach,False,False,1,0,False,38618,kyousuke,76561199032006224,m4a1,17293822569184952336,43761314903.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,m0NESY,7.65611980747628e+16,False,False,10.316209,0,74,0,True,head,False,False,1,0,False,42152,apEX,76561197989744167,ak47,17293822569121185799,39561621428.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,kyxsan,7.656119805728243e+16,False,False,24.044779,3,27,0,False,chest,False,False,0,0,False,43159,mezii,76561197973140692,ak47,17293822569173942279,46678859076.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,flameZ,7.656119797883517e+16,False,False,14.261464,4,22,0,False,chest,False,False,0,0,False,43667,m0NESY,76561198074762801,m4a1,17293822569184952336,40933000989.0,,0,falcons-vs-vitality-m1-inferno-p2
False,mezii,7.656119797314069e+16,flameZ,7.656119797883517e+16,False,False,10.952129,19,90,0,True,head,False,False,0,0,False,43745,kyxsan,76561198057282432,m4a1,17293822569184952336,40933000989.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,ZywOo,7.656119811366619e+16,False,False,27.547308,1,110,0,False,chest,False,False,0,0,False,48684,kyxsan,76561198057282432,awp,17293822569152249865,39421212964.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,TeSeS,7.656119799667827e+16,False,False,25.041193,4,28,0,False,stomach,False,False,0,0,False,51686,mezii,76561197973140692,galilar,17293822569102704653,0.0,,0,falcons-vs-vitality-m1-inferno-p2
True,m0NESY,7.65611980747628e+16,TeSeS,7.656119799667827e+16,False,False,12.436605,13,91,0,True,head,False,False,0,0,False,52093,ropz,76561197991272318,galilar,17293822569102704653,0.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,apEX,7.656119798974416e+16,False,False,22.26373,6,30,0,False,stomach,False,False,1,0,False,52205,TeSeS,76561197996678278,m4a1_silencer,17293822569179119676,37779540372.0,,0,falcons-vs-vitality-m1-inferno-p2
False,kyousuke,7.656119903200622e+16,NiKo,7.656119804168338e+16,False,False,13.304391,15,110,0,True,head,False,False,0,0,False,52252,apEX,76561197989744167,ak47,17293822569165553671,23868618176.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,flameZ,7.656119797883517e+16,False,False,23.889023,0,26,0,False,left_leg,False,False,0,0,True,53761,kyousuke,76561199032006224,ak47,17293822569121185799,39561621428.0,,0,falcons-vs-vitality-m1-inferno-p2
False,kyousuke,7.656119903200622e+16,NiKo,7.656119804168338e+16,False,False,8.88323,3,27,0,False,chest,False,False,0,0,False,54093,flameZ,76561197978835160,ak47,17293822569165553671,23868618176.0,,0,falcons-vs-vitality-m1-inferno-p2
False,mezii,7.656119797314069e+16,ZywOo,7.656119811366619e+16,False,False,16.597963,1,138,0,False,stomach,False,False,0,0,True,54315,m0NESY,76561198074762801,awp,17293822569152249865,39421212964.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,NiKo,7.656119804168338e+16,False,False,9.880951,15,110,0,True,head,False,False,0,0,False,54420,ZywOo,76561198113666193,ak47,17293822569165553671,23868618176.0,,0,falcons-vs-vitality-m1-inferno-p2
True,apEX,7.656119798974416e+16,flameZ,7.656119797883517e+16,False,False,9.183593,19,91,0,True,head,False,False,0,0,False,61864,m0NESY,76561198074762801,m4a1,17293822569184952336,40933000989.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,NiKo,7.656119804168338e+16,True,False,6.5206385,16,111,0,True,head,False,False,0,0,False,61877,flameZ,76561197978835160,ak47,17293822569121185799,31980002385.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,apEX,7.656119798974416e+16,False,False,14.866762,5,25,0,False,chest,False,False,0,0,True,62826,NiKo,76561198041683378,m4a1_silencer,17293822569179119676,37779540372.0,,0,falcons-vs-vitality-m1-inferno-p2
False,NiKo,7.656119804168338e+16,kyousuke,7.656119903200622e+16,False,False,15.740005,3,22,0,False,chest,False,False,0,0,True,62881,apEX,76561197989744167,galilar,17293822569146023949,43530462891.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,ropz,7.656119799127232e+16,False,False,18.625067,0,26,0,False,left_leg,False,False,0,0,False,63356,TeSeS,76561197996678278,m4a1_silencer,17293822569131868220,40244265855.0,,0,falcons-vs-vitality-m1-inferno-p2
False,apEX,7.656119798974416e+16,mezii,7.656119797314069e+16,False,False,5.8642178,5,25,0,False,chest,False,False,0,0,False,64320,kyxsan,76561198057282432,m4a1_silencer,17293822569154609212,46726922694.0,,0,falcons-vs-vitality-m1-inferno-p2
False,NiKo,7.656119804168338e+16,kyousuke,7.656119903200622e+16,False,False,8.721404,3,23,0,False,chest,False,False,0,0,False,64658,mezii,76561197973140692,galilar,17293822569146023949,43530462891.0,,0,falcons-vs-vitality-m1-inferno-p2
True,ropz,7.656119799127232e+16,ZywOo,7.656119811366619e+16,False,False,8.9221115,15,110,0,True,head,False,False,0,0,False,64694,kyousuke,76561199032006224,ak47,17293822569121185799,31980002385.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,ropz,7.656119799127232e+16,False,False,14.583299,0,26,0,False,right_leg,False,False,0,0,True,67914,kyousuke,76561199032006224,ak47,17293822569121185799,31980002385.0,,0,falcons-vs-vitality-m1-inferno-p2
False,kyousuke,7.656119903200622e+16,kyxsan,7.656119805728243e+16,False,False,11.772619,20,54,0,True,head,False,False,0,0,False,68203,ropz,76561197991272318,mac10,17293822569110962193,41851915883.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,m0NESY,7.65611980747628e+16,False,False,24.212784,15,107,0,True,head,False,False,0,0,False,68232,flameZ,76561197978835160,ak47,17293822569121185799,39561621428.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,mezii,7.656119797314069e+16,False,False,7.397873,5,26,0,False,chest,False,False,0,0,False,68402,kyxsan,76561198057282432,m4a1_silencer,17293822569154609212,45413689283.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,mezii,7.656119797314069e+16,False,False,7.422819,19,89,0,True,head,False,False,0,0,False,68493,TeSeS,76561197996678278,m4a1_silencer,17293822569154609212,45413689283.0,,0,falcons-vs-vitality-m1-inferno-p2
False,ropz,7.656119799127232e+16,ZywOo,7.656119811366619e+16,False,False,38.5511,1,136,0,False,stomach,False,False,0,0,True,68845,NiKo,76561198041683378,awp,17293822569152249865,39421212964.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,m0NESY,7.65611980747628e+16,False,False,9.22747,0,142,0,True,head,False,False,0,0,False,68929,mezii,76561197973140692,ak47,17293822569121185799,39561621428.0,,0,falcons-vs-vitality-m1-inferno-p2
False,mezii,7.656119797314069e+16,ZywOo,7.656119811366619e+16,False,False,29.73905,0,59,0,False,chest,False,False,2,0,False,69589,m0NESY,76561198074762801,awp,17293822569152249865,39421212964.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,m0NESY,7.65611980747628e+16,False,False,13.613153,15,110,0,True,head,False,False,0,0,False,72989,flameZ,76561197978835160,ak47,17293822569173942279,46678859076.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,m0NESY,7.65611980747628e+16,False,False,19.48863,15,109,0,True,head,False,False,0,0,False,75031,apEX,76561197989744167,ak47,17293822569173942279,46678859076.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,ropz,7.656119799127232e+16,False,False,25.306948,18,87,0,True,head,False,False,0,0,False,79866,m0NESY,76561198074762801,m4a1,17293822569184952336,40249609943.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,ropz,7.656119799127232e+16,False,False,25.244427,0,124,0,True,head,False,False,0,0,False,80488,NiKo,76561198041683378,m4a1,17293822569184952336,40249609943.0,,0,falcons-vs-vitality-m1-inferno-p2
False,NiKo,7.656119804168338e+16,kyousuke,7.656119903200622e+16,False,False,22.463165,18,88,0,True,head,False,False,0,0,False,80584,ropz,76561197991272318,m4a1,17293822569184952336,40933000989.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,kyousuke,7.656119903200622e+16,False,False,15.82269,4,22,0,False,chest,True,False,0,0,False,80893,mezii,76561197973140692,m4a1,17293822569184952336,40933000989.0,,0,falcons-vs-vitality-m1-inferno-p2
False,m0NESY,7.65611980747628e+16,NiKo,7.656119804168338e+16,True,False,27.097675,0,26,0,False,right_leg,False,False,0,0,True,83545,flameZ,76561197978835160,ak47,17293822569121185799,31980002385.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,ropz,7.656119799127232e+16,False,False,3.8481507,19,60,0,True,head,False,False,0,0,False,87875,TeSeS,76561197996678278,mp9,17293822569104867362,43487623394.0,,0,falcons-vs-vitality-m1-inferno-p2
False,kyxsan,7.656119805728243e+16,NiKo,7.656119804168338e+16,False,False,20.482811,4,34,0,False,stomach,False,False,0,0,False,88008,apEX,76561197989744167,ak47,17293822569121185799,31980002385.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,ropz,7.656119799127232e+16,False,False,22.149267,4,34,0,False,stomach,False,False,0,0,False,88197,kyousuke,76561199032006224,ak47,17293822569165553671,23868618176.0,,0,falcons-vs-vitality-m1-inferno-p2
False,kyousuke,7.656119903200622e+16,NiKo,7.656119804168338e+16,False,False,22.764841,15,108,0,True,head,False,False,0,0,False,89324,ropz,76561197991272318,ak47,17293822569121185799,31980002385.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,m0NESY,7.65611980747628e+16,False,False,7.3272038,16,110,0,True,head,False,False,0,0,False,90821,ZywOo,76561198113666193,ak47,17293822569121185799,39561621428.0,,0,falcons-vs-vitality-m1-inferno-p2
False,apEX,7.656119798974416e+16,mezii,7.656119797314069e+16,False,False,7.7458086,19,58,0,True,head,False,False,0,0,False,90848,kyxsan,76561198057282432,mp9,17293822569174401058,24215672969.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,m0NESY,7.65611980747628e+16,False,False,12.547983,0,142,0,True,head,False,False,0,0,False,90896,mezii,76561197973140692,ak47,17293822569121185799,39561621428.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,apEX,7.656119798974416e+16,False,False,22.752855,0,90,0,True,head,False,False,0,0,False,109978,kyousuke,76561199032006224,glock,17293822569165815812,22270099526.0,,0,falcons-vs-vitality-m1-inferno-p2
True,kyxsan,7.656119805728243e+16,m0NESY,7.65611980747628e+16,False,False,14.620145,0,116,0,True,head,False,False,0,0,False,110074,apEX,76561197989744167,elite,17293822569110044674,40887962561.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,flameZ,7.656119797883517e+16,False,False,4.0790086,0,114,0,True,head,False,False,0,0,False,112486,m0NESY,76561198074762801,glock,17293822569105850372,34768596195.0,,0,falcons-vs-vitality-m1-inferno-p2
False,,,flameZ,7.656119797883517e+16,False,False,9.459988,0,107,0,True,head,False,False,0,0,False,112553,TeSeS,76561197996678278,glock,17293822569105850372,34768596195.0,,0,falcons-vs-vitality-m1-inferno-p2
